source_gene,target_gene,is_true_edge,full_model_importance,no_priors_importance
GTF3C3,RHOT1,False,9.145122,7.5064325
GTF3C3,RICTOR,False,16.633726,20.456038
GTF3C3,RIMKLB,False,14.908666,17.827854
GTF3C3,RIN2,False,6.991064,5.509166
GTF3C3,RINT1,False,6.991064,5.509166
GTF3C3,RIOK1,False,10.379217,9.528635
GTF3C3,RIOK2,False,16.99709,20.933308
GTF3C3,RIPK2,False,12.92435,13.699116
GTF3C3,RIPPLY1,False,6.991064,5.509166
GTF3C3,RLF,False,9.866755,8.688908
GTF3C3,RMI1,False,14.99071,18.033699
GTF3C3,RND3,False,16.125084,19.739428
GTF3C3,RNF11,False,6.991064,5.509166
GTF3C3,RNF13,False,18.19342,22.358177
GTF3C3,RNF138,False,18.149538,22.30591
GTF3C3,RNF139,False,7.1969957,4.314214
GTF3C3,RNF219,False,14.516243,16.843311
GTF3C3,RNF38,False,14.656856,17.196095
GTF3C3,RNFT1,False,13.9127865,15.408178
GTF3C3,RNGTT,False,11.825031,11.89776
GTF3C3,ROR2,False,6.991064,5.509166
GTF3C3,RPAP2,False,13.028324,13.869489
GTF3C3,RPE,False,13.598204,14.803298
GTF3C3,RPP40,False,6.991064,5.509166
GTF3C3,RPS6KB1,False,13.648382,14.885525
GTF3C3,RRAS2,False,14.7361965,17.39515
GTF3C3,RRM2B,False,7.1969957,4.314214
GTF3C3,RRN3,False,14.486742,16.769295
GTF3C3,RSBN1,False,13.870651,15.315811
GTF3C3,RSPO3,False,6.991064,5.509166
GTF3C3,RTKN2,False,7.931925,5.5184765
GTF3C3,RWDD3,False,12.613251,13.189346
GTF3C3,S1PR3,False,6.7702026,3.9239662
GTF3C3,SACS,False,14.908666,17.827854
GTF3C3,SALL1,False,7.1969957,4.314214
GTF3C3,SASS6,False,6.991064,5.509166
GTF3C3,SATB1,False,14.10292,15.824965
GTF3C3,SCLT1,False,10.653931,9.978785
GTF3C3,SCRN1,False,6.991064,5.509166
GTF3C3,SCYL2,False,16.412836,20.144835
GTF3C3,SEC24D,False,13.189196,14.133093
GTF3C3,SEMA3A,False,18.948809,23.257868
GTF3C3,SEMA3E,False,7.249194,4.399746
GTF3C3,SEMA5A,False,14.151311,15.931046
GTF3C3,SEMA6A,False,17.906197,22.016083
GTF3C3,SEMA6D,False,6.991064,5.509166
GTF3C3,SENP1,False,15.358229,18.65903
GTF3C3,SENP7,False,6.991064,5.509166
GTF3C3,SERHL2,False,6.991064,5.509166
GTF3C3,SERPINE2,False,10.653931,9.978785
GTF3C3,SESTD1,False,6.991064,5.509166
GTF3C3,SFRP1,False,19.20865,23.567347
GTF3C3,SFRP2,False,16.958685,20.887564
GTF3C3,SH3BGRL,False,14.989027,18.029476
GTF3C3,SH3BGRL2,False,12.526199,13.046704
GTF3C3,SH3D19,False,14.723215,17.362583
GTF3C3,SH3RF1,False,7.1969957,4.314214
GTF3C3,SHISA2,False,20.705795,25.350494
GTF3C3,SIRT1,False,6.991064,5.509166
GTF3C3,SKA3,False,13.860752,15.29411
GTF3C3,SLC18A2,False,6.991064,5.509166
GTF3C3,SLC19A2,False,12.613251,13.189346
GTF3C3,SLC25A46,False,14.873083,17.738586
GTF3C3,SLC33A1,False,6.991064,5.509166
GTF3C3,SLC35A1,False,13.953351,15.497097
GTF3C3,SLC35A3,False,7.1969957,4.314214
GTF3C3,SLC35A5,False,6.991064,5.509166
GTF3C3,SLC35F1,False,14.642328,17.159645
GTF3C3,SLC38A9,False,13.094421,13.9777975
GTF3C3,SLC39A11,False,12.23625,12.571592
GTF3C3,SLC39A6,False,13.574063,14.763742
GTF3C3,SLC39A8,False,7.332936,4.5369663
GTF3C3,SLC39A9,False,7.914292,5.489582
GTF3C3,SLC46A3,False,6.991064,5.509166
GTF3C3,SLC6A15,False,19.60403,24.038258
GTF3C3,SLCO2A1,False,6.991064,5.509166
GTF3C3,SLITRK2,False,6.991064,5.509166
GTF3C3,SMAP1,False,13.028324,13.869489
GTF3C3,SMN1,False,12.254522,12.60153
GTF3C3,SMN2,False,13.147166,14.064228
GTF3C3,SNX13,False,14.277747,16.24495
GTF3C3,SNX14,False,13.763085,15.080018
GTF3C3,SNX16,False,7.1969957,4.314214
GTF3C3,SNX18,False,6.991064,5.509166
GTF3C3,SNX4,False,14.516243,16.843311
GTF3C3,SNX7,False,6.991064,5.509166
GTF3C3,SOCS2,False,7.914292,5.489582
GTF3C3,SORL1,False,13.993013,15.58404
GTF3C3,SOS1,False,11.952497,12.1066265
GTF3C3,SOS2,False,6.991064,5.509166
GTF3C3,SPP1,False,7.914292,5.489582
GTF3C3,SPPL2A,False,6.991064,5.509166
GTF3C3,SRBD1,False,8.424578,6.3257437
GTF3C3,ST3GAL6,False,6.991064,5.509166
GTF3C3,ST6GALNAC3,False,6.991064,5.509166
GTF3C3,ST8SIA1,False,14.432377,16.6329
GTF3C3,ST8SIA4,False,8.70722,6.788883
GTF3C3,STAM,False,11.68776,11.672827
GTF3C3,STAM2,False,7.914292,5.489582
GTF3C3,STARD4,False,7.2145653,4.3430033
GTF3C3,STAT1,False,6.991064,5.509166
GTF3C3,STC1,False,12.23625,12.571592
GTF3C3,STIM2,False,6.991064,5.509166
GTF3C3,STK17B,False,11.759087,11.789703
GTF3C3,STK3,False,10.379217,9.528635
GTF3C3,STK38L,False,7.914292,5.489582
GTF3C3,STT3B,False,7.1969957,4.314214
GTF3C3,STX7,False,14.088476,15.793304
GTF3C3,STXBP3,False,13.499103,14.640912
GTF3C3,SUCLG2,False,6.991064,5.509166
GTF3C3,SULF2,False,10.653931,9.978785
GTF3C3,SUPV3L1,False,11.289808,11.020738
GTF3C3,SYNC,False,13.876103,15.327764
GTF3C3,SYNE2,False,13.028324,13.869489
GTF3C3,TADA1,False,14.298693,16.297503
GTF3C3,TAF1B,False,14.410779,16.578716
GTF3C3,TAF2,False,8.82096,6.975259
GTF3C3,TAF9B,False,14.696966,17.296728
GTF3C3,TANK,False,12.071463,12.301567
GTF3C3,TBC1D23,False,16.206858,19.854635
GTF3C3,TBC1D4,False,7.1969957,4.314214
GTF3C3,TBCE,False,6.991064,5.509166
GTF3C3,TBK1,False,7.914292,5.489582
GTF3C3,TBPL1,False,17.568533,21.613914
GTF3C3,TBX3,False,6.991064,5.509166
GTF3C3,TCEAL7,False,6.991064,5.509166
GTF3C3,TCF7L2,False,14.601933,17.0583
GTF3C3,TDP2,False,16.112368,19.721512
GTF3C3,TDRD7,False,6.991064,5.509166
GTF3C3,TEFM,False,6.991064,5.509166
GTF3C3,TEX10,False,13.871283,15.317192
GTF3C3,TEX30,False,13.575054,14.7653675
GTF3C3,TFB2M,False,15.044292,18.16813
GTF3C3,TFCP2,False,6.991064,5.509166
GTF3C3,TFPI,False,6.991064,5.509166
GTF3C3,TGDS,False,17.427847,21.446354
GTF3C3,TGFBR3,False,6.991064,5.509166
GTF3C3,THAP9,False,6.991064,5.509166
GTF3C3,THY1,False,16.400473,20.127419
GTF3C3,TIMP3,False,6.991064,5.509166
GTF3C3,TIPARP,False,8.424578,6.3257437
GTF3C3,TIPIN,False,6.991064,5.509166
GTF3C3,TJP2,False,12.959686,13.757016
GTF3C3,TMCC1,False,10.032898,8.961151
GTF3C3,TMEM106B,False,13.847609,15.265301
GTF3C3,TMEM106C,False,12.291531,12.662171
GTF3C3,TMEM131,False,10.224187,9.274599
GTF3C3,TMEM132B,False,15.870471,19.38071
GTF3C3,TMEM168,False,7.1969957,4.314214
GTF3C3,TMEM170A,False,14.597744,17.04779
GTF3C3,TMEM38B,False,6.991064,5.509166
GTF3C3,TMEM43,False,15.287981,18.560059
GTF3C3,TMEM47,False,10.379217,9.528635
GTF3C3,TMEM60,False,13.061679,13.924144
GTF3C3,TMEM64,False,14.088476,15.793304
GTF3C3,TMOD1,False,6.991064,5.509166
GTF3C3,TMSB15B,False,6.991064,5.509166
GTF3C3,TMX3,False,8.424578,6.3257437
GTF3C3,TNC,False,7.872456,5.4210305
GTF3C3,TNFAIP8,False,6.991064,5.509166
GTF3C3,TNFRSF11B,False,6.991064,5.509166
GTF3C3,TOB1,False,16.014982,19.584309
GTF3C3,TOM1L1,False,7.249194,4.399746
GTF3C3,TOR1AIP1,False,14.6916685,17.28344
GTF3C3,TP53INP1,False,6.991064,5.509166
GTF3C3,TPD52,False,12.775568,13.455322
GTF3C3,TRAPPC8,False,7.1969957,4.314214
GTF3C3,TRDN,False,6.991064,5.509166
GTF3C3,TRIB2,False,14.486742,16.769295
GTF3C3,TRIM2,False,13.806501,15.175188
GTF3C3,TRIM36,False,12.924706,13.699699
GTF3C3,TRIP4,False,9.65704,8.345266
GTF3C3,TRIT1,False,11.68776,11.672827
GTF3C3,TRMT11,False,10.653931,9.978785
GTF3C3,TRMT1L,False,13.490808,14.62732
GTF3C3,TRMT61B,False,7.1969957,4.314214
GTF3C3,TRNT1,False,14.966433,17.97279
GTF3C3,TRPS1,False,8.424578,6.3257437
GTF3C3,TRUB1,False,8.424578,6.3257437
GTF3C3,TSC1,False,12.994335,13.813794
GTF3C3,TSPAN12,False,14.501553,16.806456
GTF3C3,TTC14,False,6.991064,5.509166
GTF3C3,TTC27,False,14.81216,17.585735
GTF3C3,TTC39B,False,6.991064,5.509166
GTF3C3,TTK,False,18.999968,23.318798
GTF3C3,TUB,False,14.495792,16.792002
GTF3C3,TWF1,False,15.142649,18.355307
GTF3C3,UACA,False,6.991064,5.509166
GTF3C3,UAP1,False,11.459774,11.299244
GTF3C3,UBA5,False,14.885023,17.768541
GTF3C3,UBE2D1,False,13.647907,14.884744
GTF3C3,UBE2J1,False,6.991064,5.509166
GTF3C3,UBE2W,False,15.945135,19.485909
GTF3C3,UBR1,False,6.991064,5.509166
GTF3C3,UBR3,False,6.991064,5.509166
GTF3C3,UBTD2,False,12.613251,13.189346
GTF3C3,UBXN8,False,6.991064,5.509166
GTF3C3,UCHL5,False,13.189196,14.133093
GTF3C3,UCP2,False,13.3925295,14.466281
GTF3C3,UGGT2,False,10.0544,8.9963875
GTF3C3,UHRF1BP1L,False,11.825031,11.89776
GTF3C3,UHRF2,False,10.224187,9.274599
GTF3C3,UNC5C,False,6.991064,5.509166
GTF3C3,UNC5D,False,14.426233,16.617487
GTF3C3,USP25,False,6.991064,5.509166
GTF3C3,USP31,False,17.990118,22.116032
GTF3C3,USP37,False,10.0544,8.9963875
GTF3C3,USP44,False,17.724476,21.799648
GTF3C3,USP45,False,14.799721,17.554531
GTF3C3,USP53,False,7.1969957,4.314214
GTF3C3,USPL1,False,14.363602,16.460352
GTF3C3,UTP15,False,12.528429,13.050355
GTF3C3,VAMP3,False,6.991064,5.509166
GTF3C3,VAMP7,False,15.39278,18.707706
GTF3C3,VASH2,False,17.624725,21.68084
GTF3C3,VCPIP1,False,6.991064,5.509166
GTF3C3,VIM,False,11.68776,11.672827
GTF3C3,VPS13A,False,13.249691,14.232223
GTF3C3,VPS13C,False,7.914292,5.489582
GTF3C3,VPS37A,False,6.991064,5.509166
GTF3C3,VPS45,False,6.991064,5.509166
GTF3C3,VPS54,False,9.419368,7.955816
GTF3C3,VRK2,False,17.24124,21.224096
GTF3C3,VWA5A,False,6.991064,5.509166
GTF3C3,WDFY1,False,16.746815,20.615364
GTF3C3,WDHD1,False,16.983461,20.917078
GTF3C3,WDR12,False,16.721462,20.579649
GTF3C3,WDR3,False,20.00697,24.518173
GTF3C3,WDR35,False,16.606277,20.41737
GTF3C3,WDR41,False,16.285671,19.965675
GTF3C3,WDR48,False,15.033375,18.140741
GTF3C3,WLS,False,6.991064,5.509166
GTF3C3,WNT5A,False,6.991064,5.509166
GTF3C3,WRB,False,13.763085,15.080018
GTF3C3,WRN,False,14.315143,16.338772
GTF3C3,WWP1,False,14.516243,16.843311
GTF3C3,XPNPEP1,False,12.813942,13.518202
GTF3C3,XRCC4,False,6.991064,5.509166
GTF3C3,XRN1,False,6.991064,5.509166
GTF3C3,XRRA1,False,12.228363,12.558665
GTF3C3,YEATS4,False,7.1969957,4.314214
GTF3C3,YOD1,False,7.914292,5.489582
GTF3C3,YPEL5,False,13.219698,14.183078
GTF3C3,YTHDC2,False,12.387106,12.818783
GTF3C3,ZBED5,False,16.983587,20.917225
GTF3C3,ZBTB1,False,12.4810295,12.972686
GTF3C3,ZBTB10,False,14.426233,16.617487
GTF3C3,ZBTB11,False,6.991064,5.509166
GTF3C3,ZBTB33,False,15.048966,18.179855
GTF3C3,ZBTB41,False,6.991064,5.509166
GTF3C3,ZC2HC1A,False,7.1969957,4.314214
GTF3C3,ZDHHC13,False,6.991064,5.509166
GTF3C3,ZDHHC17,False,12.959686,13.757016
GTF3C3,ZDHHC21,False,8.424578,6.3257437
GTF3C3,ZEB1,False,14.0127125,15.627224
GTF3C3,ZEB2,False,6.991064,5.509166
GTF3C3,ZFYVE16,False,7.914292,5.489582
GTF3C3,ZIC3,False,12.655235,13.258142
GTF3C3,ZMYM1,False,6.991064,5.509166
GTF3C3,ZNF12,False,8.82096,6.975259
GTF3C3,ZNF138,False,11.959864,12.118695
GTF3C3,ZNF140,False,11.539049,11.429146
GTF3C3,ZNF143,False,6.991064,5.509166
GTF3C3,ZNF148,False,6.991064,5.509166
GTF3C3,ZNF267,False,8.8066845,6.9518666
GTF3C3,ZNF268,False,8.424578,6.3257437
GTF3C3,ZNF277,False,7.8046684,5.309952
GTF3C3,ZNF280B,False,18.231192,22.403164
GTF3C3,ZNF30,False,14.683697,17.263432
GTF3C3,ZNF302,False,14.569711,16.977457
GTF3C3,ZNF354A,False,14.596905,17.045683
GTF3C3,ZNF410,False,10.776907,10.180294
GTF3C3,ZNF512,False,14.143396,15.913695
GTF3C3,ZNF516,False,14.031811,15.669094
GTF3C3,ZNF518B,False,16.755219,20.627205
GTF3C3,ZNF521,False,6.991064,5.509166
GTF3C3,ZNF567,False,14.792969,17.537588
GTF3C3,ZNF605,False,14.955599,17.945612
GTF3C3,ZNF614,False,6.991064,5.509166
GTF3C3,ZNF654,False,10.776907,10.180294
GTF3C3,ZNF670,False,13.30878,14.329048
GTF3C3,ZNF675,False,7.2232857,4.3572927
GTF3C3,ZNF711,False,6.991064,5.509166
GTF3C3,ZNF791,False,14.333226,16.38414
GTF3C3,ZW10,False,14.920367,17.85722
HAND1,ABCA1,False,12.766824,16.51757
HAND1,ABCD3,False,3.5063095,3.0161803
HAND1,ABI1,False,12.307331,16.091034
HAND1,ABLIM1,False,4.681694,4.8733397
HAND1,ACAT1,False,10.598224,14.004786
HAND1,ACO1,False,13.831771,17.50614
HAND1,ACOX3,False,4.928549,6.202836
HAND1,ACTC1,False,4.1714067,3.8755202
HAND1,ACTR6,False,11.065121,14.69346
HAND1,ACVR2A,False,15.185364,18.76265
HAND1,ADAM9,False,5.0780754,5.648427
HAND1,ADAMTS3,False,4.928549,6.202836
HAND1,AGL,False,7.187763,8.974366
HAND1,AGPAT5,False,11.065121,14.69346
HAND1,AK4,False,22.275108,26.197573
HAND1,AKAP2,False,15.184314,18.761677
HAND1,ALCAM,False,4.1714067,3.8755202
HAND1,ALDH9A1,False,4.928549,6.202836
HAND1,ALG11,False,13.342869,17.052303
HAND1,ALG6,False,11.561253,15.398466
HAND1,ALKBH1,False,10.993425,14.587708
HAND1,ALPK2,False,4.928549,6.202836
HAND1,AMIGO2,False,4.928549,6.202836
HAND1,AMMECR1,False,11.812181,15.631397
HAND1,AMN1,False,3.4541116,3.1471398
HAND1,ANAPC4,False,14.411362,18.044163
HAND1,ANGPT2,False,5.2953477,6.073283
HAND1,ANK2,False,8.826147,11.39098
HAND1,ANKIB1,False,11.424771,15.223944
HAND1,ANKMY2,False,4.928549,6.202836
HAND1,ANKRD13C,False,4.928549,6.202836
HAND1,ANKRD26,False,4.928549,6.202836
HAND1,ANKRD28,False,5.4022365,6.282295
HAND1,ANKRD36,False,13.236618,16.953672
HAND1,ANKRD46,False,12.457673,16.230595
HAND1,ANKRD50,False,13.054941,16.785025
HAND1,ANKRD6,False,4.928549,6.202836
HAND1,ANO5,False,10.465537,13.809074
HAND1,ANXA3,False,4.928549,6.202836
HAND1,AP3B1,False,4.681694,4.8733397
HAND1,AP5M1,False,17.144407,20.58119
HAND1,APOBEC3C,False,8.616107,11.081171
HAND1,ARFGAP3,False,11.363317,15.133297
HAND1,ARFIP1,False,8.826147,11.39098
HAND1,ARG2,False,9.066361,11.745293
HAND1,ARHGAP12,False,5.0457935,5.585304
HAND1,ARHGAP28,False,4.928549,6.202836
HAND1,ARHGAP29,False,3.4541116,3.1471398
HAND1,ARHGAP42,False,6.041277,7.283302
HAND1,ARID4A,False,16.438017,19.925459
HAND1,ARL4A,False,14.989185,18.580542
HAND1,ARL4D,False,4.928549,6.202836
HAND1,ARL8B,False,16.218666,19.721844
HAND1,ARMC1,False,13.023997,16.756298
HAND1,ARMC8,False,15.943079,19.46602
HAND1,ARMCX1,False,15.372978,18.936806
HAND1,ARMCX2,False,12.990916,16.72559
HAND1,ARMCX3,False,3.4541116,3.1471398
HAND1,ARRDC3,False,14.027132,17.687489
HAND1,ASAP2,False,4.928549,6.202836
HAND1,ASB3,False,8.412825,10.781329
HAND1,ASH2L,False,4.928549,6.202836
HAND1,ASNS,False,15.519811,19.073112
HAND1,ASPM,False,14.027132,17.687489
HAND1,ASS1,False,4.928549,6.202836
HAND1,ATAD5,False,8.431166,10.808379
HAND1,ATG4C,False,4.928549,6.202836
HAND1,ATG5,False,9.844932,12.893682
HAND1,ATL2,False,16.23193,19.734154
HAND1,ATP11B,False,6.568061,8.060306
HAND1,ATP2B4,False,6.793146,8.392305
HAND1,ATP6V1H,False,5.0780754,5.648427
HAND1,ATR,False,6.041277,7.283302
HAND1,AURKA,False,9.28742,12.071353
HAND1,AXL,False,20.278444,23.819485
HAND1,B3GNT2,False,9.723609,12.714731
HAND1,B3GNT5,False,4.928549,6.202836
HAND1,B4GALT4,False,5.4022365,6.282295
HAND1,BAG3,False,3.4541116,3.1471398
HAND1,BAMBI,False,4.928549,6.202836
HAND1,BCAP29,False,11.696339,15.523862
HAND1,BCAR3,False,4.928549,6.202836
HAND1,BCL11A,False,17.929153,21.309652
HAND1,BHLHE40,False,4.928549,6.202836
HAND1,BIRC2,False,18.069735,21.440147
HAND1,BLM,False,11.911222,15.723335
HAND1,BMP2,False,5.7261953,6.8185577
HAND1,BMP4,False,4.928549,6.202836
HAND1,BMPER,False,4.928549,6.202836
HAND1,BMPR1A,False,4.928549,6.202836
HAND1,BNIP2,False,6.793146,8.392305
HAND1,BNIP3,False,12.074703,15.875092
HAND1,BNIP3L,False,16.15164,19.659624
HAND1,BORA,False,4.928549,6.202836
HAND1,BPGM,False,4.928549,6.202836
HAND1,BRCA2,False,14.189443,17.838158
HAND1,BRMS1L,False,9.389943,12.222574
HAND1,BTBD10,False,13.831771,17.50614
HAND1,BUB1B,False,20.065042,23.565317
HAND1,C10orf88,False,3.4541116,3.1471398
HAND1,C12orf29,False,4.928549,6.202836
HAND1,C18orf25,False,14.558828,18.181053
HAND1,C18orf54,False,12.832784,16.5788
HAND1,C1GALT1C1,False,4.928549,6.202836
HAND1,C1orf112,False,13.539459,17.234793
HAND1,C21orf91,False,14.16727,17.817575
HAND1,C3orf14,False,13.831771,17.50614
HAND1,C3orf38,False,12.269545,16.055958
HAND1,C4orf46,False,15.236088,18.809734
HAND1,C5orf22,False,11.52671,15.366401
HAND1,C5orf30,False,11.993852,15.800038
HAND1,C9orf72,False,15.826926,19.3582
HAND1,CA14,False,8.205842,10.47603
HAND1,CA2,False,4.928549,6.202836
HAND1,CAB39,False,9.084371,11.771855
HAND1,CALB1,False,11.651846,15.482562
HAND1,CAMK2D,False,13.054941,16.785025
HAND1,CAMSAP2,False,3.4541116,3.1471398
HAND1,CAP2,False,9.16454,11.890107
HAND1,CAPRIN2,False,5.7261953,6.8185577
HAND1,CASD1,False,4.1714067,3.8755202
HAND1,CASP8AP2,False,4.928549,6.202836
HAND1,CBLL1,False,13.40768,17.112463
HAND1,CBR1,False,10.68272,14.129417
HAND1,CCDC138,False,8.636887,11.111819
HAND1,CCDC141,False,4.177304,3.8870518
HAND1,CCDC18,False,11.300222,15.040232
HAND1,CCDC66,False,14.153029,17.804356
HAND1,CCDC80,False,4.928549,6.202836
HAND1,CCDC81,False,4.928549,6.202836
HAND1,CCDC82,False,15.305832,18.874477
HAND1,CCDC93,False,9.529104,12.427834
HAND1,CCKBR,False,4.928549,6.202836
HAND1,CCNA2,False,13.906716,17.57571
HAND1,CCNB2,False,11.740306,15.564678
HAND1,CCNE2,False,15.198457,18.774805
HAND1,CCNH,False,11.993852,15.800038
HAND1,CCPG1,False,11.394244,15.178913
HAND1,CD200,False,11.33198,15.087074
HAND1,CD9,False,15.322732,18.890165
HAND1,CDC20,False,14.93219,18.527636
HAND1,CDC23,False,11.424771,15.223944
HAND1,CDC37L1,False,13.235444,16.952583
HAND1,CDC42BPA,False,12.961334,16.69813
HAND1,CDC7,False,13.235738,16.952856
HAND1,CDCA2,False,12.961334,16.69813
HAND1,CDCA8,False,9.844932,12.893682
HAND1,CDH11,False,4.928549,6.202836
HAND1,CDK1,False,18.648216,21.977142
HAND1,CDK17,False,5.4022365,6.282295
HAND1,CDK6,False,10.0411625,13.183122
HAND1,CDKN2AIP,False,12.9296055,16.668678
HAND1,CELF2,False,14.050854,17.70951
HAND1,CENPJ,False,16.142975,19.65158
HAND1,CENPQ,False,4.1714067,3.8755202
HAND1,CEP152,False,6.9986696,8.695455
HAND1,CEP55,False,4.928549,6.202836
HAND1,CEP57L1,False,7.6784062,9.698065
HAND1,CEP70,False,13.490925,17.18974
HAND1,CER1,False,4.928549,6.202836
HAND1,CFL2,False,12.192817,15.984733
HAND1,CGRRF1,False,15.488642,19.044176
HAND1,CHEK2,False,13.085632,16.813515
HAND1,CHL1,False,4.928549,6.202836
HAND1,CHUK,False,15.438946,18.998045
HAND1,CKAP2L,False,11.235398,14.944618
HAND1,CLDN11,False,6.9348235,8.601281
HAND1,CLDN12,False,13.599129,17.290184
HAND1,CLGN,False,4.928549,6.202836
HAND1,CLK1,False,11.235398,14.944618
HAND1,CLK4,False,4.928549,6.202836
HAND1,CLOCK,False,10.324968,13.601734
HAND1,CLP1,False,4.928549,6.202836
HAND1,CNKSR3,False,4.928549,6.202836
HAND1,CNOT10,False,10.372759,13.672225
HAND1,CNOT6L,False,4.928549,6.202836
HAND1,CNOT8,False,14.600741,18.21996
HAND1,CNTRL,False,3.4541116,3.1471398
HAND1,COBLL1,False,4.928549,6.202836
HAND1,COCH,False,4.928549,6.202836
HAND1,COL1A2,False,8.636887,11.111819
HAND1,COL4A1,False,8.826147,11.39098
HAND1,COL4A6,False,4.928549,6.202836
HAND1,COL5A1,False,4.928549,6.202836
HAND1,COL5A2,False,4.928549,6.202836
HAND1,COLEC12,False,4.928549,6.202836
HAND1,COMMD10,False,13.572369,17.265343
HAND1,COMMD8,False,10.276193,13.529793
HAND1,COQ3,False,12.153855,15.9485655
HAND1,COQ5,False,4.928549,6.202836
HAND1,COX11,False,13.805108,17.48139
HAND1,CPE,False,4.928549,6.202836
HAND1,CPEB4,False,4.928549,6.202836
HAND1,CPNE8,False,13.601793,17.292656
HAND1,CPVL,False,4.928549,6.202836
HAND1,CREBL2,False,7.6784062,9.698065
HAND1,CRHBP,False,4.928549,6.202836
HAND1,CRISPLD1,False,3.4541116,3.1471398
HAND1,CRNKL1,False,15.856302,19.385471
HAND1,CRYZL1,False,3.4541116,3.1471398
HAND1,CSNK1G3,False,19.03172,22.334599
HAND1,CSTF1,False,15.406108,18.967564
HAND1,CTSK,False,10.764302,14.249753
HAND1,CUL1,False,15.492511,19.047771
HAND1,CUL2,False,4.928549,6.202836
HAND1,CUL4B,False,14.190809,17.839428
HAND1,CUTC,False,4.928549,6.202836
HAND1,CWC22,False,16.657234,20.128956
HAND1,CYP1B1,False,4.928549,6.202836
HAND1,CYP26A1,False,4.928549,6.202836
HAND1,DAAM1,False,4.1714067,3.8755202
HAND1,DARS2,False,15.024579,18.613398
HAND1,DCAF6,False,4.681694,4.8733397
HAND1,DCK,False,10.598224,14.004786
HAND1,DCLK1,False,8.826147,11.39098
HAND1,DCLRE1C,False,18.425758,21.770638
HAND1,DCTN4,False,3.4541116,3.1471398
HAND1,DCUN1D4,False,21.464567,25.232193
HAND1,DDAH1,False,19.837988,23.294888
HAND1,DDHD2,False,4.928549,6.202836
HAND1,DDX20,False,14.538114,18.161823
HAND1,DECR1,False,6.041277,7.283302
HAND1,DENND4C,False,16.67987,20.14997
HAND1,DEPDC1,False,7.3628592,9.232633
HAND1,DEPDC1B,False,5.4022365,6.282295
HAND1,DERA,False,4.928549,6.202836
HAND1,DIAPH3,False,11.235398,14.944618
HAND1,DKK1,False,4.928549,6.202836
HAND1,DKK4,False,4.928549,6.202836
HAND1,DLC1,False,4.928549,6.202836
HAND1,DLGAP5,False,19.487299,22.877209
HAND1,DNA2,False,12.865337,16.60902
HAND1,DNAAF2,False,15.519811,19.073112
HAND1,DNAJB14,False,9.844932,12.893682
HAND1,DNAJB4,False,15.114752,18.697102
HAND1,DNAJB9,False,11.168753,14.846313
HAND1,DOCK11,False,4.928549,6.202836
HAND1,DOCK4,False,4.928549,6.202836
HAND1,DOCK7,False,7.187763,8.974366
HAND1,DPYSL3,False,17.316078,20.740547
HAND1,DRAM2,False,4.928549,6.202836
HAND1,DSCC1,False,12.034494,15.837767
HAND1,DTL,False,18.23653,21.594982
HAND1,DTWD1,False,4.1714067,3.8755202
HAND1,DUSP10,False,4.928549,6.202836
HAND1,DUSP11,False,6.041277,7.283302
HAND1,DUSP12,False,3.4541116,3.1471398
HAND1,DUSP4,False,3.4452612,3.1693437
HAND1,DYNC2H1,False,5.0780754,5.648427
HAND1,DYNC2LI1,False,4.928549,6.202836
HAND1,DYNLT3,False,11.01011,14.612316
HAND1,DYRK1A,False,5.7261953,6.8185577
HAND1,DYRK2,False,4.928549,6.202836
HAND1,E2F5,False,6.7167773,8.279663
HAND1,ECD,False,14.050854,17.70951
HAND1,ECI2,False,15.406108,18.967564
HAND1,ECT2,False,17.060377,20.503185
HAND1,EDEM1,False,9.703608,12.685228
HAND1,EED,False,4.681694,4.8733397
HAND1,EFNA5,False,17.936481,21.316454
HAND1,EGLN3,False,4.928549,6.202836
HAND1,ELL2,False,12.418459,16.194193
HAND1,ELMO1,False,3.4541116,3.1471398
HAND1,ELMOD2,False,14.640572,18.256931
HAND1,ELOVL2,False,4.928549,6.202836
HAND1,ELP2,False,4.928549,6.202836
HAND1,ENC1,False,4.928549,6.202836
HAND1,EOMES,False,4.928549,6.202836
HAND1,EPB41L3,False,4.928549,6.202836
HAND1,EPB41L5,False,3.4541116,3.1471398
HAND1,EPCAM,False,10.598224,14.004786
HAND1,EPHA4,False,4.928549,6.202836
HAND1,ERBB4,False,4.928549,6.202836
HAND1,ERCC6L,False,11.515125,15.355647
HAND1,ERCC8,False,9.595731,12.526112
HAND1,ESCO2,False,15.26924,18.84051
HAND1,ESRP1,False,17.712154,21.108221
HAND1,ETAA1,False,3.4541116,3.1471398
HAND1,ETV1,False,13.2059555,16.925207
HAND1,EXO1,False,4.928549,6.202836
HAND1,EXOC1,False,14.496336,18.123041
HAND1,EXOC2,False,15.132528,18.713606
HAND1,EXTL2,False,8.321184,10.646158
HAND1,FAM117B,False,20.001688,23.489864
HAND1,FAM118B,False,12.699683,16.455248
HAND1,FAM135A,False,18.298172,21.652205
HAND1,FAM160B1,False,4.928549,6.202836
HAND1,FAM172A,False,11.869217,15.684341
HAND1,FAM173B,False,12.799948,16.54832
HAND1,FAM206A,False,13.085632,16.813515
HAND1,FAM84B,False,11.76384,15.586523
HAND1,FAM89A,False,4.928549,6.202836
HAND1,FAM91A1,False,5.0780754,5.648427
